customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,SatisfactionScore,NumSupportTickets,LatePaymentsCount,AvgDownloadGB,AvgUploadGB,ContractRenews,DiscountApplied,AppLoginsPerMonth,IsMultiProduct,EstimatedIncome
CUST-06970,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,56,4,1,1,7.78,24.77,3,0,29,1,35196.46
CUST-06971,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Yes,26,1,1,0,20.62,10.33,1,10,12,1,91762.24
CUST-06972,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,Yes,38,5,1,2,42.26,2.0,0,0,18,1,64644.89
CUST-06973,Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,No,29,4,2,0,111.29,33.46,4,0,13,1,50389.4
CUST-06974,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,No,46,1,0,0,5.28,20.84,0,10,17,1,94738.47
CUST-06975,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,1558.65,No,50,4,2,1,97.44,1.93,2,20,18,1,74347.65
CUST-06976,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.0,4284.2,No,60,4,2,0,103.31,35.92,0,10,22,1,71913.68
CUST-06977,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1218.25,No,32,4,1,0,98.27,21.89,1,0,5,1,42844.18
CUST-06978,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,80.7,5617.95,No,19,1,1,0,14.45,29.75,3,20,18,1,62577.69
CUST-06979,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,No,69,5,0,0,83.11,17.52,0,0,3,0,54915.37
CUST-06980,Male,1,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85,Yes,56,1,1,0,114.7,8.21,2,5,16,0,48927.76
CUST-06981,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,554.45,No,61,1,1,1,18.84,19.16,2,0,22,1,15558.19
CUST-06982,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.35,5237.4,No,35,4,1,1,8.64,12.22,4,15,4,1,39990.61
CUST-06983,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.2,2032.3,No,20,3,1,2,105.47,12.57,0,15,0,1,98250.59
CUST-06984,Male,0,No,Yes,31,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.0,789.2,No,24,3,4,0,79.17,26.11,1,0,11,0,81327.63
CUST-06985,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,1525.35,No,60,3,0,0,79.34,4.67,2,0,3,0,67268.64
CUST-06986,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,Yes,35,1,1,1,115.91,16.48,4,5,28,1,50432.11
CUST-06987,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.35,3726.15,No,61,4,5,1,93.52,22.32,2,20,26,1,21537.74
CUST-06988,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,No,55,3,3,1,50.71,28.68,4,20,19,1,66803.55
CUST-06989,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),76.0,1588.75,No,54,2,1,0,55.12,25.68,2,5,28,1,38151.11
CUST-06990,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,3366.05,No,50,2,0,2,21.64,35.56,1,10,13,1,63972.84
CUST-06991,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,Yes,61,2,1,0,39.97,39.7,1,0,6,1,95494.05
CUST-06992,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.55,7113.75,No,48,5,2,0,56.22,37.56,2,0,10,1,81808.91
CUST-06993,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes,28,4,0,1,35.02,30.8,3,15,15,1,96647.36
CUST-06994,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,No,21,1,2,1,110.33,27.75,1,15,21,0,86206.26
CUST-06995,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,No,35,1,1,0,6.36,2.38,1,10,9,1,22447.9
CUST-06996,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,2728.6,Yes,21,4,2,1,72.51,21.81,4,20,25,1,23235.29
CUST-06997,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,2093.4,No,66,5,4,1,93.73,26.88,4,20,29,1,72559.92
CUST-06998,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,1011.8,No,51,4,4,1,89.19,17.1,0,20,19,1,70792.65
CUST-06999,Male,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,Yes,46,5,1,0,79.03,16.01,0,0,14,0,47290.91
CUST-07000,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,No,41,3,0,0,52.19,22.16,1,15,4,0,19557.37
CUST-07001,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,Yes,39,3,2,0,110.62,36.36,1,0,13,1,75670.46
CUST-07002,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,No,19,5,1,1,42.83,11.18,2,10,1,1,23918.94
CUST-07003,Male,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.75,1022.5,No,61,4,3,0,91.27,16.56,3,5,22,0,69009.81
CUST-07004,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,No,23,3,6,0,111.56,26.47,2,5,8,1,19088.33
CUST-07005,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,No,59,4,2,0,19.76,8.25,1,20,8,0,30460.54
CUST-07006,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,Yes,42,3,1,0,113.91,33.56,4,15,22,1,62303.81
CUST-07007,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,No,38,4,2,2,94.24,26.98,0,10,6,0,65769.15
CUST-07008,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,Yes,33,4,1,0,75.91,14.74,3,0,7,1,72122.1
CUST-07009,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,Yes,48,2,1,1,47.94,29.16,4,10,4,1,24411.2
CUST-07010,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,74.45,Yes,31,5,0,0,108.99,11.89,1,10,0,1,52790.57
CUST-07011,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,Yes,56,1,1,0,10.06,31.2,3,10,15,1,26376.16
CUST-07012,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,5150.55,No,45,5,2,2,54.66,3.76,3,15,11,1,94589.15
CUST-07013,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.4,3756.4,No,49,4,3,1,92.01,17.64,0,10,9,1,85919.54
CUST-07014,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,3645.75,No,45,4,1,1,98.28,11.2,3,5,9,1,63005.2
CUST-07015,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,2874.45,No,68,5,2,1,28.26,32.85,1,20,28,1,51612.43
CUST-07016,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,No,66,4,3,0,10.47,30.36,0,10,10,1,42605.53
CUST-07017,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1020.75,No,26,3,0,1,97.33,33.83,1,0,25,0,81787.7
CUST-07018,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,70.65,Yes,62,4,1,0,53.52,26.41,3,5,18,1,58330.33
CUST-07019,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,826,No,39,5,1,1,21.51,32.02,1,10,18,0,16031.27
CUST-07020,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.2,239,No,49,5,1,1,14.84,18.11,4,15,28,0,63479.06
CUST-07021,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,Yes,22,5,1,0,78.67,27.44,3,10,2,1,87848.07
CUST-07022,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,No,40,2,4,2,72.02,2.21,2,20,14,1,66556.2
CUST-07023,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,No,22,2,2,1,103.21,35.35,2,5,26,1,20994.84
CUST-07024,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,No,59,2,2,0,8.63,27.71,4,20,4,1,65187.72
CUST-07025,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,No,49,2,0,0,104.87,34.78,2,20,15,1,78740.13
CUST-07026,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.2,403.35,Yes,27,2,2,2,107.03,31.06,2,15,12,1,77772.96
CUST-07027,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,931.55,No,56,2,4,2,56.32,12.17,0,10,28,1,61034.01
CUST-07028,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,4326.25,No,32,2,2,1,13.82,11.64,1,20,12,1,79001.22
CUST-07029,Female,1,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,263.05,No,24,5,1,0,113.88,32.19,3,5,12,0,25019.96
CUST-07030,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,39.25,No,46,1,1,0,13.28,8.2,2,10,22,0,37229.7
CUST-07031,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60.0,3316.1,No,64,2,0,0,72.93,5.32,3,20,15,1,34298.11
CUST-07032,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,75.75,Yes,20,5,2,1,61.71,1.59,4,0,24,1,44635.33
CUST-07033,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,No,36,1,0,0,101.03,12.64,2,0,3,1,69120.66
CUST-07034,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,Yes,27,2,2,2,62.8,4.87,0,0,23,1,58688.91
CUST-07035,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.7,1495.1,No,45,1,0,0,58.95,32.27,3,20,9,1,54697.97
CUST-07036,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,No,46,1,2,1,106.27,19.9,4,15,21,0,62925.16
CUST-07037,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.15,1419.4,No,32,3,2,0,115.86,10.85,0,20,12,0,49069.47
CUST-07038,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.8,1990.5,No,52,4,1,0,68.17,24.48,1,5,2,1,97006.21
CUST-07039,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.2,7362.9,No,23,3,2,1,57.29,3.74,4,0,9,1,16134.03
CUST-07040,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,346.45,No,29,1,2,1,100.58,29.32,0,20,4,0,41218.74
CUST-07041,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes,64,5,4,1,100.58,20.55,3,0,7,1,98773.78
CUST-07042,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No,55,2,1,0,41.73,1.25,0,5,0,1,93519.03
CUST-07043,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,No,30,4,3,0,71.27,13.45,4,15,18,0,85829.14
CUST-07044,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.95,1889.5,No,46,2,5,1,22.72,30.26,1,15,7,1,28178.04
CUST-07045,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.85,108.15,Yes,36,5,0,1,78.09,8.34,1,15,22,1,83575.59
CUST-07046,Male,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,No,20,4,0,1,100.91,38.51,4,0,0,0,22839.04
CUST-07047,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,151.65,Yes,25,3,1,0,26.56,35.97,3,20,29,1,21631.54
CUST-07048,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,25,1,2,1,42.15,31.35,1,10,11,1,21882.74
CUST-07049,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,No,37,5,0,0,56.63,4.06,2,5,3,1,64505.33
CUST-07050,Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,No,64,1,0,0,102.18,14.8,2,0,20,0,73643.57
CUST-07051,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,3046.05,Yes,21,1,0,0,89.11,12.63,1,5,27,1,36765.1
CUST-07052,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,No,68,2,0,0,41.44,6.37,3,0,20,1,70504.42
CUST-07053,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,No,38,5,2,0,32.95,39.99,3,15,4,1,53943.15
CUST-07054,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,No,20,1,0,0,85.01,6.74,3,5,19,0,97751.06
CUST-07055,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,No,62,3,2,0,60.19,13.3,3,10,27,1,44251.0
CUST-07056,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,25,4,2,1,73.26,35.33,3,15,24,1,73071.15
CUST-07057,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,No,40,5,1,2,79.6,6.63,0,15,0,1,25872.54
CUST-07058,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,No,33,2,2,0,69.25,19.31,1,10,22,1,19993.32
CUST-07059,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,No,30,5,1,0,75.5,39.05,4,10,29,0,68204.34
CUST-07060,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No,20,2,2,0,107.06,10.64,2,15,14,1,36552.88
CUST-07061,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,65,4,0,0,104.84,28.42,1,10,0,1,92767.56
CUST-07062,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No,26,3,1,0,22.14,4.12,2,15,2,1,16338.79
CUST-07063,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,Yes,31,1,0,0,72.45,24.43,1,20,15,0,95034.24
CUST-07064,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No,30,5,1,1,55.52,14.22,1,0,10,0,16739.59
CUST-07065,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,24,2,1,1,37.83,28.28,2,20,14,0,70044.56
CUST-07066,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,32,4,0,3,77.58,17.88,3,0,25,1,86743.3
CUST-07067,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,24,1,1,1,63.75,12.66,2,0,28,1,51546.01
CUST-07068,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,55,4,3,0,94.11,22.29,2,20,20,1,71107.94
CUST-07069,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,51,3,1,1,15.74,6.45,2,0,26,1,39966.17
CUST-07070,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,58,1,1,1,39.81,32.76,3,0,7,0,54502.45
CUST-07071,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,39,1,1,0,7.96,30.28,1,15,10,1,29713.15
CUST-07072,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,41,1,0,2,90.79,22.25,4,0,6,1,34459.5
CUST-07073,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,66,2,1,1,109.93,15.31,4,10,6,1,91014.76
CUST-07074,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,54,1,5,1,72.55,36.69,1,0,20,1,75370.76
CUST-07075,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,61,4,0,0,75.95,25.74,2,5,25,1,86575.7
CUST-07076,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,18,2,2,1,10.34,12.11,1,15,22,0,49647.11
CUST-07077,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,27,1,2,1,62.93,32.46,0,15,27,1,25846.83
CUST-07078,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,60,4,2,0,65.59,25.77,1,0,9,1,92580.51
CUST-07079,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,33,4,2,0,9.48,5.95,0,5,18,1,97097.53
CUST-07080,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,63,5,0,0,94.97,5.46,4,5,26,1,87418.01
CUST-07081,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,25,4,1,0,37.01,37.59,4,15,19,1,62858.05
CUST-07082,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,66,3,0,1,88.2,12.23,4,20,3,1,57593.68
CUST-07083,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,42,1,2,0,51.34,26.88,2,5,13,1,91062.95
CUST-07084,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,67,1,1,2,119.5,2.42,0,0,1,1,50002.04
CUST-07085,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,29,1,4,1,29.4,22.7,0,10,20,0,64894.23
CUST-07086,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,42,4,2,0,11.7,10.01,0,20,28,1,50207.81
CUST-07087,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,34,4,2,0,117.69,6.45,1,0,8,1,21675.66
CUST-07088,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,43,1,1,0,33.04,31.17,2,0,1,1,90320.02
CUST-07089,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97,No,63,2,2,0,78.06,32.57,4,20,26,1,76386.17
CUST-07090,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,65,2,2,0,48.08,28.89,1,10,16,1,54463.28
CUST-07091,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,31,3,2,0,78.56,1.44,2,20,9,1,28799.94
CUST-07092,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,58,5,2,2,73.55,12.11,4,15,23,1,30042.92
CUST-07093,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,53,3,0,2,86.34,15.08,0,0,4,1,71445.1
CUST-07094,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,40,1,2,1,7.12,27.94,0,15,3,1,94660.77
CUST-07095,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,60,1,0,1,101.16,30.47,0,15,29,1,51423.45
CUST-07096,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,23,1,0,1,60.05,25.49,3,15,18,1,52805.36
CUST-07097,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,64,5,1,0,64.67,31.77,0,10,22,1,73282.49
