ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-3698811,2,Fair,Night,2,3,6,1395.3833333333334,0.037,50.0,10.0,0,0,0,0,0,0,0
A-3713888,2,Mostly Cloudy,Night,23,8,5,273.56666666666666,0.013,73.0,10.0,0,0,0,0,0,0,0
A-3710275,2,Cloudy,Day,8,12,2,75.1,0.64,42.0,6.0,0,0,0,1,0,0,0
A-3640008,2,Clear,Day,18,7,3,360.0,0.1639999999999999,80.6,10.0,0,0,0,0,0,0,0
A-3725878,2,T-Storm,Day,14,9,3,116.48333333333333,0.133,76.0,6.0,0,0,1,0,0,1,0
A-3678520,2,Mostly Cloudy,Day,12,3,3,133.68333333333334,0.29,54.0,10.0,0,0,0,1,0,0,0
A-3672357,2,Fair,Day,17,3,5,131.93333333333334,0.161,63.0,10.0,0,0,0,0,0,0,0
A-3721896,2,Fair,Night,18,12,2,75.08333333333333,0.039,35.0,10.0,0,0,0,0,0,0,0
A-3696180,2,Light Rain,Night,6,3,2,135.35,0.052,48.0,2.0,0,0,0,1,0,0,0
A-3679114,2,Fair,Night,22,3,5,130.23333333333332,0.019,58.0,10.0,0,0,0,0,0,0,0
A-3622241,2,Clear,Day,15,5,0,360.0,0.24,75.9,10.0,0,0,0,1,0,0,0
A-3716334,2,Fair,Night,21,9,3,98.21666666666667,0.067,59.0,10.0,0,0,0,0,0,0,0
A-3641580,3,Scattered Clouds,Day,16,7,4,360.0,0.0,98.1,10.0,0,0,0,0,0,0,0
A-3612531,3,Clear,Day,19,5,5,360.0,0.362,72.0,10.0,0,0,0,0,0,0,0
A-3669160,2,Cloudy,Day,17,3,1,131.38333333333333,0.091,63.0,10.0,0,0,0,1,0,0,0
A-3711574,2,Cloudy,Day,15,2,0,133.73333333333332,1.23,34.0,10.0,0,0,1,1,1,0,0
A-3696715,2,Fair,Day,18,3,4,127.36666666666666,0.074,62.0,10.0,0,0,0,0,0,0,0
A-3621780,2,Clear,Day,6,5,4,360.0,0.414,64.4,10.0,0,0,0,0,0,0,0
A-3695759,2,Mostly Cloudy,Day,16,3,6,128.5,0.888,55.0,10.0,0,0,0,0,0,0,0
A-3697008,4,Cloudy,Night,3,2,6,30.0,0.229,61.0,10.0,0,0,0,1,0,0,0
A-3615945,2,Clear,Night,1,5,4,360.0,0.1369999999999999,66.9,10.0,0,0,0,0,0,0,0
A-3630473,3,Mostly Cloudy,Day,19,6,6,360.0,0.041,84.0,10.0,0,0,0,0,0,0,0
A-3725353,2,Cloudy,Night,23,1,1,133.15,0.156,37.0,7.0,0,0,0,0,0,0,0
A-3612703,2,Clear,Day,8,5,2,360.0,0.563,61.0,10.0,0,0,0,0,0,0,0
A-3683282,2,Light Snow,Night,21,2,0,250.5,15.163,28.0,1.0,0,0,0,0,0,0,0
A-3646497,3,Clear,Day,18,7,2,360.0,0.519,73.9,10.0,0,0,0,0,0,0,0
A-3615229,2,Clear,Day,7,5,2,360.0,0.286,61.2,10.0,0,0,0,0,0,0,0
A-3633923,2,Light Rain,Day,18,6,4,360.0,0.062,77.0,7.0,0,0,0,0,0,0,0
A-3620921,3,Mostly Cloudy,Day,14,5,6,360.0,0.765,57.9,10.0,0,0,0,0,0,0,0
A-3629351,3,Mostly Cloudy,Day,17,6,1,360.0,0.36,98.1,10.0,0,0,0,0,0,0,0
A-3613314,2,Overcast,Day,7,5,1,360.0,0.0,43.0,10.0,0,0,0,0,0,0,0
A-3618705,2,Heavy Rain,Day,8,5,1,360.0,6.685,59.0,4.0,0,0,0,1,0,0,0
A-3615521,4,Clear,Day,19,5,2,77051.13333333333,0.913,81.0,10.0,0,0,0,0,0,0,0
A-3643192,2,Thunderstorms and Rain,Day,10,7,3,360.0,2.8360000000000003,73.0,3.0,0,0,0,0,0,0,0
A-3684295,2,Fair,Day,16,3,5,135.38333333333333,0.047,59.0,10.0,0,0,0,0,0,0,0
A-3629612,2,Scattered Clouds,Day,13,6,2,360.0,0.0,91.9,10.0,0,0,0,0,0,0,0
A-3620853,4,Mostly Cloudy,Day,18,5,4,360.0,0.939,52.0,10.0,0,0,0,1,0,0,0
A-3679705,2,Light Rain,Night,5,3,2,127.55,0.142,48.0,10.0,0,0,0,0,0,0,0
A-3669378,2,Mostly Cloudy,Day,15,3,2,131.51666666666668,0.255,47.0,10.0,0,0,0,0,0,0,0
A-3674381,2,Light Rain,Day,14,3,6,128.61666666666667,0.206,65.0,10.0,0,0,0,0,0,0,0
A-3659901,2,Fair,Night,23,3,2,130.1,0.23,33.0,10.0,0,0,0,0,0,0,0
A-3670345,2,Mostly Cloudy,Day,14,3,2,128.83333333333334,0.027,43.0,9.0,0,0,0,1,0,0,0
A-3663597,2,Mostly Cloudy,Night,20,3,3,28.0,0.613,51.0,10.0,0,0,0,0,0,0,0
A-3677031,2,Snow,Night,23,2,0,129.98333333333332,0.383,28.0,0.5,0,0,0,0,0,0,0
A-3647161,4,Clear,Night,23,7,4,360.0,1.644,58.5,10.0,0,0,0,1,0,0,0
A-3621133,2,Partly Cloudy,Day,7,5,1,360.0,0.275,53.6,9.0,0,0,0,1,0,0,0
A-3723365,2,Fair,Day,6,8,1,21.0,0.818,58.0,10.0,0,0,0,0,0,0,0
A-3640155,2,Partly Cloudy,Day,8,7,0,360.0,5.803999999999999,78.1,10.0,0,0,0,0,0,0,0
A-3618208,3,Light Rain,Day,15,5,4,360.0,0.588,64.9,8.0,0,0,0,0,0,0,0
A-3712389,2,Partly Cloudy,Day,18,3,5,76.0,0.912,82.0,10.0,0,0,0,0,0,0,0
A-3670797,2,Fair,Day,7,2,1,61.0,1.001,23.0,10.0,0,0,0,0,0,0,0
A-3715861,2,Cloudy,Day,17,4,1,105.0,0.389,50.0,10.0,0,0,0,0,0,0,0
A-3616212,2,Partly Cloudy,Day,16,5,4,360.0,0.513,91.0,10.0,0,0,0,0,0,0,0
A-3661152,2,Fair,Day,12,3,6,32.0,0.013,,10.0,0,0,0,0,0,0,0
A-3610685,2,Partly Cloudy,Day,14,5,2,360.0,0.0,88.0,10.0,0,0,0,0,0,0,0
A-3706517,2,Cloudy,Day,15,1,3,30.0,0.075,22.0,9.0,1,0,1,0,0,0,1
A-3727509,2,Rain,Night,23,4,1,78.08333333333333,0.238,53.0,5.0,0,0,0,0,0,0,0
A-3646664,4,Clear,Day,11,7,3,360.0,2.32,73.0,10.0,0,0,0,0,0,0,0
A-3672305,2,Fair,Day,8,3,0,30.0,0.0069999999999999,33.0,10.0,0,0,0,0,0,0,0
A-3704345,2,Fair,Night,23,2,5,25.0,0.581,45.0,10.0,0,0,0,0,0,0,0
A-3718818,2,Mostly Cloudy,Day,16,3,3,75.85,4.333,63.0,3.0,0,0,0,0,0,0,0
A-3652203,4,Light Rain,Night,0,3,2,240.0,0.297,48.0,8.0,0,0,0,0,0,0,0
A-3648369,2,Partly Cloudy,Day,8,7,2,360.0,0.865,62.6,10.0,0,0,0,0,0,0,0
A-3646572,2,Scattered Clouds,Day,6,7,3,360.0,1.5319999999999998,59.0,7.0,0,0,0,0,0,0,0
A-3639855,2,Partly Cloudy,Day,16,7,2,360.0,1.269,64.9,10.0,0,0,0,0,0,0,0
A-3636025,2,Overcast,Day,10,6,3,360.0,0.115,62.1,10.0,0,0,0,0,0,0,0
A-3677375,2,Cloudy,Day,10,3,2,13.0,1.001,45.0,2.0,0,0,0,0,0,0,0
A-3683838,2,Fair,Day,14,3,4,193.06666666666666,1.25,65.0,10.0,0,0,0,0,0,0,0
A-3637550,2,Clear,Day,14,6,2,360.0,1.529,79.0,10.0,0,0,0,0,0,0,0
A-3618796,3,Overcast,Day,12,5,1,360.0,0.133,64.9,10.0,0,0,0,0,0,0,0
A-3614163,3,Partly Cloudy,Day,9,5,4,360.0,0.187,82.0,10.0,0,0,0,0,0,0,0
A-3722439,2,Fair,Day,15,11,2,46.03333333333333,0.573,84.0,10.0,0,0,1,0,0,1,0
A-3612905,3,Clear,Day,7,5,0,360.0,0.845,71.1,10.0,0,0,0,1,0,0,0
A-3726358,2,Mostly Cloudy,Night,19,11,4,78.01666666666667,0.115,71.0,10.0,0,0,1,0,0,0,1
A-3714733,2,Fair,Day,10,7,4,127.03333333333333,1.3,75.0,8.0,0,0,0,0,0,0,0
A-3661947,2,Cloudy,Day,13,3,5,13.3,0.448,68.0,10.0,0,0,0,0,0,0,0
A-3642638,2,Scattered Clouds,Day,15,7,1,360.0,0.487,89.1,10.0,0,0,0,1,0,0,0
A-3670038,2,Mostly Cloudy,Night,22,2,5,151.2,1.032,45.0,10.0,0,0,0,0,0,0,0
A-3695900,2,Rain,Day,10,2,0,88.0,1.329,46.0,2.0,1,0,0,0,0,0,0
A-3723113,2,Fair,Day,7,5,2,100.0,3.884,54.0,10.0,0,0,0,1,0,0,0
A-3714196,2,Fair,Day,15,2,5,80.91666666666667,0.124,27.0,10.0,0,0,0,0,0,0,0
A-3648741,2,Clear,Day,15,7,4,360.0,0.278,95.0,10.0,1,0,0,0,0,0,1
A-3724310,2,Rain,Day,11,12,3,78.76666666666667,7.421,67.0,4.0,0,0,0,0,0,0,0
A-3678703,2,Cloudy,Night,3,3,6,1249.7666666666667,0.096,35.0,10.0,0,0,0,0,0,0,0
A-3671068,2,Rain,Day,8,3,6,127.03333333333333,0.259,53.0,7.0,0,0,0,0,0,0,0
A-3685829,2,Mostly Cloudy,Night,19,3,1,126.88333333333334,0.008,43.0,10.0,0,0,1,0,0,0,1
A-3695334,2,Fair,Day,16,3,5,132.73333333333332,0.583,59.0,10.0,0,0,0,0,0,0,0
A-3692943,2,Haze,Night,6,3,0,193.86666666666667,0.762,58.0,4.0,0,0,0,0,0,0,0
A-3621721,2,Clear,Day,17,5,3,360.0,0.493,73.9,10.0,0,0,0,0,0,0,0
A-3617852,2,Partly Cloudy,Day,16,5,3,360.0,0.7440000000000001,86.0,10.0,0,0,0,0,0,0,0
A-3699071,2,Cloudy,Day,18,3,3,134.55,0.188,60.0,10.0,0,0,0,1,0,0,0
A-3614334,2,Scattered Clouds,Day,15,5,4,360.0,0.26,57.9,10.0,0,0,0,0,0,0,0
A-3690168,2,Cloudy,Day,18,3,4,132.91666666666666,0.6609999999999999,47.0,10.0,0,0,0,0,0,1,0
A-3723798,2,Fair,Day,9,4,6,78.68333333333334,1.107,44.0,10.0,0,0,0,0,0,0,0
A-3716808,2,Cloudy,Day,17,1,4,79.91666666666667,0.008,69.0,10.0,0,0,1,0,0,0,1
A-3703240,2,Fair,Day,9,3,3,141.81666666666666,0.004,34.0,10.0,0,0,0,0,0,0,0
A-3646601,2,Mostly Cloudy,Day,7,7,3,360.0,0.183,75.9,10.0,0,0,0,0,0,0,1
A-3665580,2,Cloudy,Day,13,2,6,356.18333333333334,0.187,46.0,3.0,0,0,0,0,0,0,0
A-3680649,2,Mostly Cloudy,Day,10,2,0,315.0,2.56,38.0,10.0,0,0,0,0,0,0,0
A-3727295,2,Mostly Cloudy,Day,12,5,1,80.56666666666666,0.53,70.0,10.0,0,0,0,1,0,0,0
A-3647545,2,Scattered Clouds,Day,14,7,3,360.0,0.601,86.0,10.0,0,0,0,0,0,0,0
A-3628553,4,Clear,Night,2,6,5,360.0,4.09,64.4,10.0,0,0,0,0,0,0,0
A-3616701,3,Overcast,Day,15,5,0,360.0,0.079,63.0,10.0,0,0,1,0,0,0,1
A-3682222,2,Fair / Windy,Day,11,3,6,131.26666666666668,0.058,57.0,10.0,0,0,0,0,0,0,0
A-3704133,2,Cloudy,Night,20,3,2,138.51666666666668,0.162,52.0,10.0,0,0,0,0,0,0,0
A-3696638,2,Mostly Cloudy,Day,8,3,3,134.51666666666668,0.257,30.0,10.0,0,0,0,0,0,0,0
A-3640374,2,Mostly Cloudy,Day,6,7,3,360.0,0.0,81.0,10.0,0,0,0,0,0,0,0
A-3644175,2,Light Rain,Night,22,7,0,360.0,0.263,77.0,8.0,0,0,0,1,0,0,0
A-3679414,2,Light Rain,Night,3,3,2,136.53333333333333,0.09,50.0,10.0,1,0,0,0,0,0,0
A-3665666,2,Mostly Cloudy / Windy,Day,10,3,4,32.0,3.212,35.0,10.0,0,0,0,0,0,0,0
A-3681726,2,Cloudy,Night,6,2,6,132.23333333333332,0.076,38.0,10.0,0,0,0,0,0,0,0
A-3621789,2,Clear,Day,6,5,4,360.0,1.215,64.9,10.0,0,0,0,0,0,0,0
A-3688218,2,Partly Cloudy,Night,23,3,5,120.0,2.692,71.0,10.0,0,0,0,0,0,0,0
A-3699022,2,Fog,Day,14,3,1,130.6,0.037,50.0,2.0,0,0,0,0,0,0,0
A-3641979,4,Clear,Night,1,7,6,360.0,0.882,70.0,10.0,0,0,0,0,0,0,0
A-3684158,2,Cloudy,Day,14,2,6,131.73333333333332,0.255,33.0,10.0,0,0,0,0,0,0,0
A-3614789,2,Clear,Day,17,5,0,360.0,0.292,70.0,10.0,0,0,0,0,0,0,0
A-3691692,2,Cloudy,Night,1,2,0,129.2,0.011,50.0,10.0,0,0,0,0,0,0,1
A-3640696,3,Mostly Cloudy,Day,6,7,1,360.0,3.664,73.4,10.0,0,0,0,0,0,0,0
A-3714915,2,Cloudy,Night,20,9,1,80.0,0.139,57.0,10.0,0,0,0,0,0,0,0
A-3709251,2,Fair,Day,10,1,1,78.0,0.618,42.0,10.0,0,0,0,0,0,0,0
A-3683247,2,Fair,Day,8,3,0,15.0,0.331,36.0,10.0,0,0,0,0,0,0,0
A-3709782,2,Cloudy,Day,16,1,5,124.65,0.09,55.0,10.0,0,0,0,0,0,0,0
A-3639235,2,Clear,Day,8,6,3,360.0,0.496,73.0,10.0,0,0,0,1,0,0,0
A-3708352,2,Fair,Day,7,2,4,129.16666666666666,0.141,42.0,10.0,0,0,0,0,0,0,0
A-3717671,2,Fair,Day,16,2,2,135.06666666666666,0.028,64.0,10.0,0,0,0,0,0,0,0
A-3643792,2,Mostly Cloudy,Night,1,7,6,360.0,0.0,73.0,10.0,0,0,0,0,0,0,1
A-3687901,2,Fair,Day,14,3,0,309.5,4.869,47.0,10.0,0,0,0,1,0,0,0
A-3694313,2,Fair,Night,6,2,4,2572.5,0.319,-23.0,10.0,0,0,0,0,0,0,0
A-3717833,2,Fair,Night,2,8,6,76.13333333333334,0.069,83.0,10.0,0,0,0,0,0,0,0
A-3697472,2,Fair,Night,20,3,4,127.73333333333333,0.011,56.0,10.0,0,0,1,0,1,0,0
A-3687217,2,Mostly Cloudy,Day,16,3,1,47.5,0.851,48.0,10.0,0,0,0,0,0,0,0
A-3647739,4,Scattered Clouds,Day,12,7,3,360.0,0.066,78.8,10.0,0,0,1,0,0,0,0
A-3651297,2,Light Rain,Night,23,2,5,20.0,0.746,45.0,10.0,0,0,0,0,0,0,0
A-3630748,3,Mostly Cloudy,Day,16,6,0,360.0,0.0,84.2,8.0,0,0,0,0,0,0,0
A-3645977,2,Clear,Night,4,7,1,360.0,0.764,57.0,10.0,0,0,0,1,0,0,0
A-3724318,2,Cloudy,Night,17,1,4,127.06666666666666,0.083,18.0,10.0,0,0,0,0,0,0,0
A-3628450,2,Scattered Clouds,Day,16,6,4,360.0,0.0,78.1,10.0,0,0,0,0,0,0,0
A-3702716,2,Cloudy,Night,4,3,3,153.4,0.133,47.0,10.0,0,0,0,0,0,0,0
A-3615153,3,Clear,Day,17,5,1,360.0,0.067,86.0,10.0,0,0,0,0,0,0,0
A-3688590,2,Fair,Day,12,3,1,69.0,0.973,55.0,10.0,0,0,0,0,0,0,0
A-3640523,2,Mostly Cloudy,Day,15,7,4,360.0,0.8270000000000001,98.6,10.0,0,0,0,0,0,0,0
A-3623279,4,Clear,Day,15,5,0,360.0,0.239,68.0,10.0,0,0,0,0,0,0,0
A-3712635,2,Cloudy,Night,20,1,6,30.0,0.115,20.0,10.0,0,0,0,0,0,1,0
A-3718385,4,Light Snow,Night,18,12,2,78.28333333333333,0.805,18.0,1.0,0,0,0,0,0,0,0
A-3647133,3,Partly Cloudy,Day,19,7,4,360.0,1.037,80.1,10.0,0,0,0,0,0,0,0
A-3662763,2,Fair,Day,17,3,4,23.033333333333335,0.7979999999999999,59.0,10.0,0,0,0,0,0,0,0
A-3617815,2,Clear,Day,15,5,3,360.0,0.247,81.0,10.0,0,0,0,0,0,0,0
A-3637581,2,Clear,Day,15,6,2,360.0,0.058,90.0,10.0,0,0,0,0,0,0,0
A-3660459,2,Fair,Night,6,3,3,127.46666666666667,0.217,42.0,10.0,0,0,0,1,0,0,0
A-3645635,4,Overcast,Night,2,7,0,360.0,0.358,68.0,10.0,0,0,0,0,0,0,0
A-3641670,4,Scattered Clouds,Day,10,7,4,360.0,0.4270000000000001,71.6,10.0,0,0,0,0,0,0,0
A-3647177,3,Mostly Cloudy,Night,4,7,5,360.0,0.5529999999999999,72.0,10.0,0,0,0,0,0,0,0
A-3610936,2,Partly Cloudy,Day,7,5,4,360.0,0.604,75.0,10.0,0,0,0,0,0,0,0
A-3719657,2,Cloudy,Night,20,12,4,165.75,0.098,51.0,10.0,0,0,0,0,0,0,0
A-3703725,2,Mostly Cloudy,Day,9,2,1,126.03333333333333,0.129,55.0,10.0,0,0,0,0,0,0,0
A-3705825,2,Fair,Night,20,11,3,76.98333333333333,0.011,42.0,10.0,0,0,0,0,0,0,0
A-3696340,2,Fair,Night,0,3,6,130.96666666666667,0.043,63.0,10.0,0,0,0,0,0,0,0
A-3707463,2,Fair,Night,4,3,6,80.78333333333333,0.317,21.0,10.0,0,0,0,0,0,0,0
A-3711541,2,Fair,Day,16,5,2,207.4,11.609000000000002,64.0,10.0,0,0,0,0,0,0,0
A-3726240,2,Fair,Day,16,2,2,136.7,0.7340000000000001,54.0,10.0,0,0,0,0,0,0,0
A-3669150,2,Fair,Day,14,3,0,183.98333333333332,0.693,71.0,10.0,0,0,0,0,0,0,0
A-3681531,2,Fair,Night,0,3,4,136.11666666666667,0.026,45.0,10.0,1,0,1,0,0,1,1
A-3652507,2,Rain,Night,4,3,3,131.01666666666668,0.968,41.0,6.0,0,0,0,0,0,0,0
A-3623697,2,Overcast,Day,6,6,3,360.0,0.089,57.9,7.0,0,0,0,0,0,0,0
A-3695515,2,Fair,Night,20,3,5,141.78333333333333,0.033,50.0,10.0,0,0,0,0,0,0,0
A-3725608,2,Fair,Night,17,11,1,78.95,0.064,79.0,10.0,0,0,0,0,0,0,0
A-3659625,2,Fair,Day,15,3,4,161.46666666666667,0.058,58.0,10.0,0,0,0,0,0,0,0
A-3642993,2,Mostly Cloudy,Day,17,7,2,360.0,0.794,84.9,10.0,0,0,0,0,0,0,0
A-3713721,2,Cloudy,Night,4,9,6,131.0,0.015,68.0,10.0,0,0,0,0,0,0,0
A-3688293,2,Cloudy,Day,8,3,2,130.55,0.068,46.0,10.0,0,0,0,0,0,0,0
A-3694454,2,Fair,Day,15,3,0,98.5,3.335,55.0,10.0,0,0,0,1,0,0,0
A-3683902,2,Mostly Cloudy,Day,18,3,0,120.0,0.366,75.0,10.0,0,0,0,0,0,0,0
A-3719514,2,Fair,Day,15,8,1,220.46666666666667,5.488,92.0,10.0,0,0,0,0,0,0,0
A-3630512,2,Scattered Clouds,Night,4,6,0,360.0,1.115,80.1,10.0,0,0,0,1,0,0,0
A-3658579,2,Light Snow,Day,9,2,1,130.83333333333334,0.123,30.0,0.75,0,0,0,0,0,0,0
A-3711575,2,Fair,Day,14,4,1,75.13333333333334,0.012,81.0,10.0,0,0,1,0,0,0,1
A-3638265,2,Clear,Night,21,6,1,360.0,0.278,68.0,10.0,0,0,0,1,0,0,0
A-3636930,2,Scattered Clouds,Day,16,6,3,360.0,0.209,66.9,10.0,0,0,0,0,0,0,0
A-3613277,2,Clear,Day,7,5,1,360.0,0.422,64.9,10.0,0,0,0,1,0,0,0
A-3621290,2,Overcast,Night,3,5,2,360.0,0.493,53.6,10.0,0,0,0,0,0,0,0
A-3629650,2,Overcast,Day,16,6,2,360.0,0.337,86.0,10.0,0,0,0,0,0,0,0
A-3619572,2,Clear,Day,14,5,4,360.0,0.143,93.2,10.0,0,0,0,0,0,0,0
A-3649133,2,Clear,Day,15,7,1,360.0,0.617,80.1,10.0,0,0,0,0,0,0,0
A-3633963,3,Partly Cloudy,Night,0,7,5,360.0,0.12,72.0,10.0,0,0,0,1,0,0,0
A-3623834,2,Scattered Clouds,Day,16,6,4,360.0,0.759,87.8,10.0,0,0,0,0,0,0,0
A-3708844,2,Mostly Cloudy,Night,6,11,4,79.38333333333334,0.939,49.0,10.0,0,0,0,0,0,0,0
A-3633051,2,Clear,Day,7,6,2,360.0,0.333,61.0,10.0,0,0,0,0,0,0,0
A-3627471,2,Overcast,Night,4,6,2,360.0,0.0,68.0,10.0,0,0,1,0,0,0,1
A-3642429,4,Clear,Night,0,7,1,360.0,0.0,78.1,10.0,0,0,1,0,0,0,0
A-3672491,2,Light Snow,Night,4,3,4,133.71666666666667,0.335,36.0,5.0,0,0,0,1,0,0,0
A-3624438,3,Mostly Cloudy,Day,13,6,0,360.0,0.0,89.1,10.0,0,0,0,0,0,0,0
A-3636999,2,Partly Cloudy,Day,6,6,4,389.26666666666665,0.075,77.0,10.0,0,0,0,0,0,0,0
A-3655488,2,Cloudy,Day,15,3,6,240.0,0.5489999999999999,58.0,10.0,0,0,0,0,0,0,0
A-3633155,2,Overcast,Day,12,6,2,360.0,0.0,64.9,10.0,0,0,1,0,0,0,1
A-3626307,2,Clear,Day,19,6,3,360.0,0.083,71.1,10.0,0,0,0,0,0,0,0
A-3641410,2,Clear,Day,8,7,3,360.0,0.421,74.5,10.0,0,0,0,0,0,0,0
A-3642894,2,Thunderstorm,Day,13,7,2,360.0,0.011,90.0,10.0,0,0,1,0,0,0,1
A-3716696,2,Fair,Day,8,12,2,78.3,0.423,39.0,10.0,0,0,0,0,0,0,0
A-3621634,2,Clear,Day,13,5,3,360.0,0.371,71.1,10.0,0,0,0,0,0,0,0
A-3670778,2,Fair,Day,17,3,4,24.0,0.474,48.0,10.0,0,0,0,0,0,0,0
A-3689276,2,Light Rain,Night,6,3,3,63.5,0.778,49.0,7.0,0,0,0,0,0,0,0
A-3682656,2,Haze,Night,6,3,0,153.5,2.077,58.0,4.0,0,0,0,1,0,0,0
A-3712182,2,Fair,Day,8,3,0,121.46666666666667,0.143,71.0,10.0,0,0,0,0,0,0,0
A-3722239,2,Fair,Night,6,11,3,129.0,1.408,37.0,10.0,0,0,0,0,0,0,0
A-3687222,2,Light Rain,Day,11,2,1,131.91666666666666,0.274,49.0,10.0,0,0,0,0,0,0,0
A-3714912,2,Mostly Cloudy,Day,13,7,4,239.55,0.064,92.0,10.0,0,0,0,0,0,0,0
A-3715334,2,Fair,Night,2,3,4,80.86666666666666,0.935,52.0,10.0,0,0,0,0,0,0,0
A-3705683,2,Rain,Night,21,12,5,20.5,0.951,52.0,3.0,0,0,0,0,0,0,0
A-3616027,2,Partly Cloudy,Day,9,5,4,360.0,1.5730000000000002,78.1,10.0,0,0,0,0,0,0,0
A-3693325,2,Fair,Day,17,3,4,61.43333333333333,3.728,68.0,13.0,0,0,0,0,0,0,0
A-3621716,2,Partly Cloudy,Day,17,5,3,360.0,0.452,79.0,10.0,0,0,0,1,0,0,0
A-3720074,2,Fair,Night,17,11,2,133.3,1.055,52.0,10.0,0,0,0,1,0,0,0
A-3709821,2,Cloudy,Day,9,3,3,150.61666666666667,0.119,46.0,10.0,1,0,1,0,0,0,1
A-3684669,2,Cloudy,Day,7,2,6,142.31666666666666,0.151,39.0,10.0,0,0,0,0,0,1,0
A-3683454,2,Mostly Cloudy,Day,18,3,0,48.0,0.583,55.0,7.0,0,0,0,0,0,0,0
A-3669805,2,Cloudy,Day,13,2,1,110.0,2.111,39.0,10.0,0,0,0,1,0,0,0
A-3717781,2,Cloudy,Day,15,1,5,90.38333333333334,0.25,30.0,10.0,0,0,0,0,0,0,0
A-3615192,4,Mostly Cloudy,Night,23,5,1,360.0,0.488,72.0,10.0,0,0,0,1,0,0,0
A-3725124,2,Mostly Cloudy,Day,16,8,0,75.7,0.032,87.0,10.0,0,0,0,0,0,0,0
A-3651777,2,Snow,Day,14,3,3,366.3333333333333,0.7959999999999999,31.0,0.25,0,0,0,0,0,0,0
A-3697525,2,Light Rain,Night,23,3,2,133.03333333333333,0.025,51.0,10.0,0,0,0,1,0,0,0
A-3696233,2,Fair,Day,15,3,4,152.0,5.005,59.0,10.0,0,0,0,0,0,0,0
A-3626892,4,Clear,Day,8,6,0,360.0,0.305,72.5,10.0,0,0,0,0,0,0,0
A-3653082,2,Light Rain / Windy,Day,17,3,1,114.5,1.845,47.0,4.0,0,0,0,0,0,0,0
A-3712646,2,Rain,Night,22,10,0,113.7,0.6890000000000001,49.0,8.0,0,0,0,0,0,0,0
A-3630670,2,Mostly Cloudy,Day,12,6,0,360.0,0.0,82.9,10.0,0,0,0,0,0,0,0
A-3644033,4,Partly Cloudy,Day,12,7,0,360.0,1.726,84.0,10.0,0,0,0,1,0,0,0
A-3633186,4,Scattered Clouds,Day,15,6,2,360.0,2.803,86.0,10.0,0,0,0,1,0,0,0
A-3715806,2,Fair,Day,11,9,2,21.0,0.34,87.0,10.0,0,0,0,0,0,0,0
A-3658814,2,Partly Cloudy,Day,15,3,0,83.2,4.069,52.0,10.0,0,0,0,0,0,0,0
A-3624496,3,Mostly Cloudy,Day,7,6,1,360.0,0.45,75.0,10.0,0,0,0,0,0,0,0
A-3725602,2,Fair,Night,22,1,6,131.16666666666666,0.731,53.0,10.0,0,0,0,0,0,0,0
A-3709965,2,Fair,Day,11,3,1,82.31666666666666,0.5589999999999999,86.0,10.0,0,0,0,0,0,0,0
A-3645410,2,Overcast,Day,17,7,4,360.0,1.268,89.1,10.0,0,0,0,0,0,0,0
A-3695355,2,Light Snow,Day,19,3,1,60.583333333333336,0.29,29.0,1.0,0,0,0,0,0,0,0
A-3646215,2,Clear,Day,18,7,1,360.0,0.7090000000000001,82.9,10.0,0,0,0,1,0,0,0
A-3613278,2,Mostly Cloudy,Day,8,5,1,360.0,0.736,46.0,10.0,0,0,0,0,0,0,0
A-3631280,3,Mostly Cloudy,Day,7,6,2,360.0,0.294,73.9,10.0,0,0,0,0,0,0,0
A-3714755,2,Cloudy,Night,17,12,3,75.05,0.81,41.0,4.0,0,0,0,0,0,0,0
A-3706618,2,Fair,Day,8,12,3,89.31666666666666,0.024,34.0,10.0,0,0,0,0,0,0,0
A-3704488,2,Partly Cloudy,Day,8,3,1,145.4,0.204,39.0,10.0,0,0,0,0,0,0,0
A-3641880,4,Clear,Night,3,7,5,360.0,4.731,75.9,10.0,0,0,0,0,0,0,0
A-3712570,2,Cloudy,Day,13,1,3,75.03333333333333,0.004,73.0,10.0,0,0,1,0,0,0,1
A-3720223,2,Mostly Cloudy,Day,15,4,3,149.73333333333332,0.667,58.0,10.0,0,0,0,0,0,0,0
A-3616036,3,Clear,Day,9,5,4,360.0,0.48,75.9,10.0,0,0,0,0,0,0,0
A-3691000,2,Fog,Day,8,3,2,30.0,0.013,39.0,1.0,0,0,0,0,0,0,1
A-3629814,2,Mostly Cloudy,Day,7,6,3,360.0,0.389,72.0,10.0,0,0,1,0,1,0,1
A-3687204,2,Fair,Day,14,3,3,230.26666666666668,0.732,61.0,10.0,0,0,0,0,0,0,0
A-3644800,2,Clear,Day,19,7,2,360.0,0.138,88.0,9.0,0,0,0,0,0,0,0
A-3649997,2,Overcast,Day,9,7,2,360.0,0.129,61.0,10.0,0,0,0,1,0,0,0
A-3675701,4,Cloudy,Day,14,3,0,128.96666666666667,0.043,61.0,10.0,0,0,0,0,0,0,0
A-3659646,2,Partly Cloudy,Day,10,3,5,133.45,0.095,60.0,10.0,0,0,0,0,0,0,0
